recipe_id	date	edit_date	seo_keywords	seo_desc	rname	image	video	videostart	time_ready	yields	summary	ingredients	directions	leftovers	calories	calories_fat	total_fat	saturated_fat	trans_fat	cholesterol	sodium	carb	fiber	sugar	protein	published	ordering
943	1/4/2011 05:04	9/11/2012 09:15			Herb Roasted Chicken	http://www.orberacoach.ca/administrator/components/com_recipe/images/943.jpg		0	15 minutes plus 90 minutes roasting  time	4	Cornish hens are hens that have not yet matured making the meat more tender.&nbsp; The herbs combined with slow roasting make these tiny whole chickens the perfect entr&eacute;e.&nbsp; My two boys love this recipe because they get excited when they each get their own little roasted chicken. The leftover chicken can be removed from the bone and frozen for future use or can be used in chicken salad.&nbsp;	%3Cp%3E%26nbsp%3B%3C%2Fp%3E%3Cul%3E%3Cli%3EOne+4+pound+%282+kg%29+whole+chicken%2C+insides+removed+and+rinsed.%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+salt%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+black+pepper%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+garlic+powder%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B+%26nbsp%3B%26nbsp%3B%26nbsp%3B+%26nbsp%3B+%26nbsp%3B%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+minced%26nbsp%3B+fresh+rosemary+leaves%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+minced+fresh+thyme%3C%2Fli%3E%3Cli%3E2+bay+leaves%3C%2Fli%3E%3Cli%3E1+small+onion%2C+roughly+chopped%3C%2Fli%3E%3Cli%3E1+%26frac12%3B+carrots%2C+roughly+chopped+into+1%22+pieces%3C%2Fli%3E%3Cli%3E1+%26frac12%3B+stalks+celery%2C+roughly+chopped+into+1%22+pieces%3C%2Fli%3E%3Cli%3E1+lemon%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EPreheat+the+oven+to+450%26deg%3BF+%28230%26deg%3BC%29.%3C%2Fli%3E%3Cli%3ESeason+chicken+with+salt%2C+garlic%2Cand+pepper+inside+and+out.%3C%2Fli%3E%3Cli%3EPut+rosemary%2C+thyme+and+bay+leaves+inside+the+chicken.%3C%2Fli%3E%3Cli%3EPlace+the+onions%2C+carrots+and+celery+on+the+bottom+of+a+roasting+pan+and+place+the+chicken+on+top+of+your+roasting+rack..%3C%2Fli%3E%3Cli%3ESqueeze+juice+from+the+lemons+all+over+the+chicken+and+place+the+squeezed+lemons+inside+the+chicken+cavity.%3C%2Fli%3E%3Cli%3ERoast+in+the+oven+for+10+minutes.%3C%2Fli%3E%3Cli%3ENext+turn+the+oven+down+to+350%26deg%3BF+%28180%26deg%3BC%29+and+roast+for+1+hour+20+minutes%2C+chicken+will+be+golden+brown+and+crisp+and+the+juices+run+clear+when+the+thigh+is+pierced.%3C%2Fli%3E%3Cli%3ETransfer+the+chickento+a+serving+platter+and+let+rest+for+about+5+minutes+before+serving.%3C%2Fli%3E%3C%2Fol%3E%3Cp%3EDietitian+Note%3A+Nutrition+information+does+not+include+vegetables.%3C%2Fp%3E		240	120	14	4	0	90	280	1	0	0	27	1	0
944	1/4/2011 05:12	5/21/2012 04:59			Hearty Hamburger Soup	http://www.orberacoach.ca/administrator/components/com_recipe/images/944.jpg		0	2 hours	10	A big pot of hearty soup warms the house on a chilly day. We've added plenty of vegetables to our soup to go with the ground beef. We've also added barley to make it even more hearty. Most of the barley at the supermarket is pearl barley which has been processed to make it cook more quickly. You may be able to find whole grain barley in the bulk food section or at natural food stores. Whole grain barley takes at least an hour to cook so it will work in the recipe. You can also make this with ground turkey in place of the ground beef.	%3Cul%3E%3Cli%3E1+%26frac12%3B+pounds+%28%26frac34%3B+kg%29+lean+ground+beef%3C%2Fli%3E%3Cli%3E1+medium+onion%2C+minced%3C%2Fli%3E%3Cli%3E4+medium+carrots%2C+minced%3C%2Fli%3E%3Cli%3E3+celery+stalks%2C+thinly+sliced%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+barley%3C%2Fli%3E%3Cli%3EOne+28+oz+%28793+g%29+can+no+salt+added+diced+tomatoes%3C%2Fli%3E%3Cli%3E2+cups+%28500+mL%29+water%3C%2Fli%3E%3Cli%3EThree+10+oz+%28750+mL%29+cans+low+sodium+beef+broth%3C%2Fli%3E%3Cli%3EOne+10.75+oz+%28304+mL%29+can+condensed+tomato+soup%3C%2Fli%3E%3Cli%3E1+bay+leaf%3C%2Fli%3E%3Cli%3E1+tbsp+%2815+mL%29+parsley%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+minced+garlic%3C%2Fli%3E%3Cli%3E%26frac12%3B+tsp+%28+2+mL%29+dried+thyme%3C%2Fli%3E%3Cli%3Eground+black+pepper%2C+to+taste%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EHeat+a+large+soup+pot+over+medium-high+heat%2C+and+crumble+in+the+ground+beef.%3C%2Fli%3E%3Cli%3ECook+and+stir+until+the+beef+is+evenly+browned+and+no+longer+pink.%3C%2Fli%3E%3Cli%3EDrain%2C+and+discard+any+excess+fat.%3C%2Fli%3E%3Cli%3EStir+in+the+onion%2C+carrots%2C+celery%2C+and+barley.%3C%2Fli%3E%3Cli%3EPour+in+diced+tomatoes%2C+water%2C+broth%2C+and+tomato+soup.%3C%2Fli%3E%3Cli%3ESeason+with+bay+leaf%2C+parsley%2C+garlic%2C+thyme%2C+and+pepper.%3C%2Fli%3E%3Cli%3EBring+to+a+boil.+Reduce+heat%2C+and+cover%3B+simmer+for+2+hours%2C+stirring+frequently.%3C%2Fli%3E%3Cli%3ERemove+bay+leaf+before+serving.%3C%2Fli%3E%3C%2Fol%3E		250	100	11	4	0	45	240	20	3	7	17	1	0
946	1/4/2011 04:21	7/4/2012 12:21			Quick Tuscan Bean Soup			0	45 minutes	4	"This a tasty vegetarian soup that won't have you asking,""Where's the beef?""Beans are one of the healthiest foods you can include in your diet. They are heart healthy, have a low glycemic index, and are full of antioxidants.&nbsp; Beans pack a big nutritional punch in a small package. They are an excellent source of plant protein and can be used as a meat alternative. Beans also provide iron and zinc in similar amounts to animal protein foods. If you are looking for ways to increase fiber in your diet, beans are one of the highest fiber foods you can eat."	%3Cul%3E%3Cli%3E1+tsp+%285+mL%29+olive+oil%3C%2Fli%3E%3Cli%3E1+medium+onion%2C+chopped%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+chopped+celery%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+chopped+white+mushrooms%3C%2Fli%3E%3Cli%3EOne+14+oz+%28398+mL%29+can+no+salt+added+chopped+tomatoes%3C%2Fli%3E%3Cli%3E2+cloves+of+garlic%2C+minced%3C%2Fli%3E%3Cli%3E1+tbsp+%2815+mL%29%26nbsp%3B+tomato+paste%3C%2Fli%3E%3Cli%3E2+%26frac12%3B+cups+%28625+mL%29+low+sodium+vegetable+broth%3C%2Fli%3E%3Cli%3EOne+14+oz+%28398+mL%29+can+no+salt+added+cannellini+%28white%29+or+navy+beans%2C+drained+and+rinsed%3C%2Fli%3E%3Cli%3E2+tbsp+%2830+mL%29+chopped+fresh+basil%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+dried+oregano%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EIn+a+medium+sauce+pan+add+olive+oil.%3C%2Fli%3E%3Cli%3ENext+add+onion+stir+until+golden+brown+approx+7+min.%3C%2Fli%3E%3Cli%3EAdd+the+chopped+celery+and+mushrooms+and+saut%26eacute%3B+them+for+3+minutes.%3C%2Fli%3E%3Cli%3EThen+add+chopped+tomatoes%2C+garlic+and+tomato+paste.%3C%2Fli%3E%3Cli%3EBring+a+boil%2C+turn+down+the+heat%2C+add+the+beans%2C+stir+them+in+and+let+the+soup+simmer+for+3+minutes.%3C%2Fli%3E%3Cli%3EAs+it+starts+to+thicken%2C+add+chicken+broth%2Cand+simmer+for+around+30+minutes.%3C%2Fli%3E%3Cli%3EAdd+fresh+basil+leaves+and+dried+oregano.+Simmer+for+another+5+minutes.%26nbsp%3B%3C%2Fli%3E%3Cli%3EServe.%3C%2Fli%3E%3C%2Fol%3E		140	20	2	0	0	0	150	23	6	6	8	1	0
945	1/5/2011 05:18	5/23/2012 09:22			Broccoli Soup	http://www.orberacoach.ca/administrator/components/com_recipe/images/945.jpg		0	30 minutes	4	"Commercially prepared creamed soups contain a whole lot of calories because they are made with heavy cream. We've substituted the cream with evaporated skim milk. This canned nonfat milk is regular nonfat milk with about 60% of the water removed. This makes a thicker liquid that gives the soup the creamy texture without the calories. It still contains all the protein and calcium as regular nonfat milk. Evaporated milk can be used for drinking, just add the water back into it."	%3Cul%3E%3Cli%3E1+tbsp+%2815+mL%29+butter%3C%2Fli%3E%3Cli%3E2+onions%2C+chopped%3C%2Fli%3E%3Cli%3E2+potatoes+%2812+oz%29%2C+peeled+and+coarsely+chopped%3C%2Fli%3E%3Cli%3E2+cups+%28500+mL%29+vegetable+broth%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B+%26nbsp%3B%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+%3Ca%3Epepper%3C%2Fa%3E%3C%2Fli%3E%3Cli%3E3+cups+%28750+mL%29+chopped+broccoli%2C+fresh+or+frozen%3C%2Fli%3E%3Cli%3EOne+12+FO+%28370+mL%29+can+evaporated+skim+milk%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EIn+large+saucepan%2C+melt+butter+over+medium+heat%3B+cook+onions+and+potatoes%2C+stirring+often%2C+until+onions+are+softened%2C+about+10+minutes.%3C%2Fli%3E%3Cli%3EAdd+broth+and+pepper%3B+bring+to+boil.%3C%2Fli%3E%3Cli%3EReduce+heat+to+medium%3B+cover+and+simmer+until+potatoes+are+tender%2C+about+15+minutes.%3C%2Fli%3E%3Cli%3EAdd+broccoli%3B+cover+and+cook+for+5+minutes.%3C%2Fli%3E%3Cli%3EIn+food+processor+or+blender%2C+puree+soup+until+smooth.%3C%2Fli%3E%3Cli%3EReturn+to+pan%3B+stir+in+evaporated+milk+and+heat+through.%3C%2Fli%3E%3C%2Fol%3E		210	30	4	2	0	10	410	37	5	14	10	1	0
920	1/5/2011 09:42	3/7/2012 09:23	" fouts, protein shakes"	protein shakes	Mocha Frappacino	http://www.orberacoach.ca/administrator/components/com_recipe/images/920.jpg		0	3 minutes	1		%3Cul%3E%3Cli%3E2+scoops+chocolate+flavored+protein+powder%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+ice%3C%2Fli%3E%3Cli%3E4+fluid+oz+%28125+ML%29%26nbsp%3B+water%3C%2Fli%3E%3Cli%3E1+tsp+%285+ML%29+sugar-free+chocolate+syrup%3C%2Fli%3E%3Cli%3E1+tsp+%28+5+ML%29+decaffeinated+instant+coffee%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EPlace+ice+and+water+in+blender.%3C%2Fli%3E%3Cli%3EAdd+protein+powder.%3C%2Fli%3E%3Cli%3EAdd+sugar+free+chocolate+syrup+and+instant+coffee.%3C%2Fli%3E%3Cli%3EPlace+lid+on+top+of+blender+and+blend+well%2C+30-45+seconds+is+typically+the+best+blend+time.%3C%2Fli%3E%3C%2Fol%3E%3Cp%3E%3Cstrong%3ENutrition+information+is+not+provided+because+values+will+differ+depending+on+the+protein+powder+used.%3C%2Fstrong%3E%3C%2Fp%3E		0	0	0	0	0	0	0	0	0	0	0	1	0
921	1/10/2011 08:11	7/4/2012 12:23	 beef tacos	beef tacos	Beef Tacos	http://www.orberacoach.ca/administrator/components/com_recipe/images/921.jpg		0	20 minutes	8	"We received a patient request for a taco that didn't use commercially packaged taco seasoning mix. We had the answer because tacos are a mainstay on our school lunch menus for the schools where we provide recipes and menus. The cafeteria cooks make the tacos from scratch using our seasoning mix recipe. So here you go, make your own and leave the packaged stuff behind."	%3Cul%3E%3Cli%3E1+pound+%28%26frac12%3B+kg%29+ground+beef%2C+raw%2C+20%25+fat%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+fresh+chopped+onion%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+chili+powder%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+garlic+powder%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+salt%3C%2Fli%3E%3Cli%3E%26frac12%3B+tsp+%282+mL%29+dried+oregano%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+ground+cumin%3C%2Fli%3E%3Cli%3E%26frac14%3B+tsp+%281+mL%29+cayenne+powder+%28optional%29+this+adds+the+heat%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+water%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+cornstarch%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+shredded+lettuce%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+shredded+low+fat+cheddar+cheese%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+diced+tomatoes%3C%2Fli%3E%3Cli%3E8+corn+tortillas%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EPreheat+skillet.%3C%2Fli%3E%3Cli%3EBrown+beef+and+onion+and+drain+excess+fat.%3C%2Fli%3E%3Cli%3ECombine+chili+powder%2C+garlic+powder%2C+salt%2C+oregano%2C+cumin+and+cayenne+pepper+and+add+to+taco+meat.%3C%2Fli%3E%3Cli%3EStir+water+and+cornstarch+together.+Mix+into+the+meat+and+simmer+10+minutes+to+thicken.%3C%2Fli%3E%3Cli%3EDivide+taco+meat%2C+lettuce%2C+cheese%2C+and+tomato+into+8+equal+servings+and+place+into+corn+tortillas.%3C%2Fli%3E%3Cli%3EServe.%3C%2Fli%3E%3C%2Fol%3E		250	120	14	5	0	45	460	18	2	1	15	1	0
922	1/10/2011 08:17	5/21/2012 05:50	turkey tacos	turkey tacos	Turkey Tacos	http://www.orberacoach.ca/administrator/components/com_recipe/images/922.jpg		0	20 minutes	8	"The kids will love this recipe and so will the grown-ups. It has been tested and approved by hundreds of school-age kids over the past three years at the schools where we provide recipes and menus. To help reduce the saturated fat to meet USDA school lunch regulations, we use ground turkey. Our kids like this topped with our Simple Salsa."	%3Cul%3E%3Cli%3E1+pound+%28%26frac12%3B+kg%29+ground+turkey+breast%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+fresh+chopped+onion%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+chili+powder%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+garlic+powder%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+salt%3C%2Fli%3E%3Cli%3E%26frac12%3B+tsp+%282+mL%29+dried+oregano%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+ground+cumin%3C%2Fli%3E%3Cli%3E%26frac14%3B+tsp+%281+mL%29+cayenne+powder+%28optional%29+this+adds+the+heat%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+water%3C%2Fli%3E%3Cli%3E2+tsp+%2810+mL%29+cornstarch%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+shredded+lettuce%3C%2Fli%3E%3Cli%3E1+cup+%28250+mL%29+shredded+cheddar+cheese%3C%2Fli%3E%3Cli%3E1+cup%28250+mL%29+diced+tomatoes%3C%2Fli%3E%3Cli%3E8+corn+tortillas%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EPreheat+skillet.%3C%2Fli%3E%3Cli%3EBrown+turkey+and+onion+and+drain+excess+fat.%3C%2Fli%3E%3Cli%3ECombine+chili+powder%2C+garlic+powder%2C+salt%2C+oregano%2C+cumin+and+cayenne+pepper+and+add+to+taco+meat.%3C%2Fli%3E%3Cli%3EStir+water+and+cornstarch+together.+Mix+into+the+meat+and+simmer+10+minutes+to+thicken.%3C%2Fli%3E%3Cli%3EDivide+taco+meat+into+8+equal+servings+and+place+into+corn+tortillas+top+with+lettuce%2C+cheese%2C+and+tomato.%3C%2Fli%3E%3Cli%3EServe.%3C%2Fli%3E%3C%2Fol%3E		200	55	6	2	0	50	480	18	2	1	15	1	0
942	1/25/2011 04:56	5/21/2012 05:59			Pineapple Ham Roll-ups	http://www.orberacoach.ca/administrator/components/com_recipe/images/942.jpg		0	15 minutes	4	"Put ham and pineapple together and you've got a great flavor combination with the saltiness of the ham and the sweetness of the pineapple. If company's a comin', this is a good appetizer because you make it ahead of time. It's so good they won't even know it's low fat unless you tell them."	%3Cul%3E%3Cli%3EEight+1+oz+%2830+g%29+slices+of+deli+ham%3C%2Fli%3E%3Cli%3E2+tbsp+%2830+mL%29+fat+free+cream+cheese%2C+softened%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+chopped%26nbsp%3B+fresh+chives%3C%2Fli%3E%3Cli%3E%26frac14%3B+cup+%2850+mL%29+crushed+pineapple+in+juice%2C+drained%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EIn+a+medium+mixing+bowl+combine+cream+cheese%2C+chives%2C+and+pineapple+and+mix+well.%3C%2Fli%3E%3Cli%3EDivide+mixture+into+8+even+portions+and+spread+each+portion+over+1+slice+of+ham.%3C%2Fli%3E%3Cli%3ERoll+ham+tightly%2C+cover%2C+and+place+in+refrigerator+to+chill+for+2+hours.%26nbsp%3B+This+will+allow+the+cream+cheese+to+hardened+and+keep+the+ham+rolls+from+falling+apart.%3C%2Fli%3E%3Cli%3EWhen+ready+to+serve+slice+into+%26frac12%3B+inch+pieces.%3C%2Fli%3E%3C%2Fol%3E		80	15	2	0	0	25	650	3	0	2	12	1	0
941	1/26/2011 04:49	5/21/2012 06:05			Ham Salad	http://www.orberacoach.ca/administrator/components/com_recipe/images/941.jpg		0	15 minutes	6	"Most hams are lean and all are a good source of protein, but the sodium content is high. One 3 ounce (85 g) serving can provide anywhere from 25% to almost 50% of your sodium recommendations for the day. In order to cure ham, salt must be added. You can't make&nbsp; pork into ham without salt! There are ways you can reduce the sodium in your ham, such as boiling or soaking it in cold water, but how much salt leeches out we don't know. The best way to reduce sodium in ham is to buy the reduced sodium ham from the market.&nbsp; Beware, reduced sodium means&nbsp; less sodium, not low sodium."	%3Cul%3E%3Cli%3E1+pound+%28%26frac12%3B+kg%29+cubed+reduced+sodium+ham%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+cubed+reduced+fat+cheddar+cheese%3C%2Fli%3E%3Cli%3E%26frac14%3B+cup+%2850+mL%29+thinly+sliced+red+onion%3C%2Fli%3E%3Cli%3E%26frac12%3B+cup+%28125+mL%29+cherry+tomatoes%2C+cut+in+half%3C%2Fli%3E%3Cli%3E%26frac14%3B+cup+%2850+ML%29+fresh+carrots%2C+sliced+into+thin+coins%3C%2Fli%3E%3Cli%3E1+tsp+%285+mL%29+Italian+seasoning%3C%2Fli%3E%3Cli%3E%26frac14%3B+tsp+%281+mL%29+Dijon+mustard%3C%2Fli%3E%3Cli%3E1+tbsp+%2815+mL%29+olive+oil%3C%2Fli%3E%3Cli%3E1+tbsp+%2815+mL%29+apple+cider+vinegar%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EPlace+all+ingredients+into+a+medium+mixing+bowl+and+mix+well.%26nbsp%3B%3C%2Fli%3E%3Cli%3EChill+and+serve.%3C%2Fli%3E%3C%2Fol%3E		180	90	10	4	0	50	820	2	0	1	19	1	0
931	1/31/2011 07:45	5/22/2012 05:23	turkey avocado	turkey avocado	Turkey and Avocado Pita Wedges	http://www.orberacoach.ca/administrator/components/com_recipe/images/931.jpg		0	5 minutes	2	"Here's a jiffy quick lunch. We've used low fat balsamic dressing for a change of pace from the traditional mayo or creamy dressing and to reduce the fat. Avocados are high in fat but the fat is a healthy fat so we like to add them to our recipes when we can. You won't find reduced sodium turkey deli meat in the plastic packages on the shelf. Check at the deli and if you don't see it, ask the deli clerk if it is available. It may be that they have it, it's just not labeled."	%3Cul%3E%3Cli%3E1+small+whole+wheat+pita%2C+cut+in+half%3C%2Fli%3E%3Cli%3E4+oz+%28115g%29+reduced+sodium+turkey+breast%2C+sliced+thin%3C%2Fli%3E%3Cli%3E4+slices%2C+fresh+vine+ripe+tomatoes%3C%2Fli%3E%3Cli%3E%26frac14%3B+avocado+cut+into+4+slices%3C%2Fli%3E%3Cli%3E2+tbsp+%2860mL%29+low+fat+balsamic+vinagrette%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EOpen+pita+from+the+cut+size+to+form+a+pocket.%3C%2Fli%3E%3Cli%3EPlace+2+ounces+turkey+into+first+half%2C+2+slices+fresh+tomato%2C+2+slices+avocado+and+1+tablespoon+salad+dressing.%3C%2Fli%3E%3Cli%3ETake+filled+pita+pocket+and+cut+in+half+to+make+2+wedges.%26nbsp%3B%3C%2Fli%3E%3Cli%3ERepeat+with+other+half+of+pita.%3C%2Fli%3E%3Cli%3EServe.%3C%2Fli%3E%3C%2Fol%3E%3Cp%3ENutrition+Note%3A+1%2F2+pita%2C+2+oz+%2855+g%29+turkey%2C+2+slices+tomato%2Cand+1+tbsp+%2815+mL%29+dressing+equals+1+serving.%3C%2Fp%3E		150	45	5	1	0	25	530	15	3	2	16	1	0
934	1/31/2011 08:14	7/12/2012 04:54	parsnips	parsnips	Raw Sweet Potatoes and Parsnips Salad	http://www.orberacoach.ca/administrator/components/com_recipe/images/934.jpg		0	15 minutes	6	"I know this recipe sounds strange, but trust me you will like it. Think carrot salad, but sweeter.&nbsp; Sweet potatoes are packed with nutrients and are an orange vegetable so are high in beta-carotene.&nbsp; I first came up with this recipe in 1998 while working as the executive chef for a leading all vegan vegetarian resort.&nbsp;&nbsp; Vegan is a term meaning only vegetables, no dairy, eggs, or meat.&nbsp; If it comes from an animal, a vegan will not eat it. The surprise ingredient in this dish is the parsnip.&nbsp; They are white and look like carrots and even have the texture of a carrot.&nbsp; The flavor is that of a super sweet carrot with a hint of ginger.&nbsp;"	%3Cul%3E%3Cli%3E2+medium+sweet+potatoes%2C+julienned%3C%2Fli%3E%3Cli%3E3+large+parsnips%2C+julienned%26nbsp%3B%3C%2Fli%3E%3Cli%3E%26frac14%3B+cup+%2850+mL%29+fresh+lime+juice%3C%2Fli%3E%3Cli%3E%26frac12%3B+tsp+%282+mL%29+cinnamon%3C%2Fli%3E%3Cli%3E%26frac14%3B+tsp+%281+mL%29+ground+cloves%3C%2Fli%3E%3Cli%3E%26frac12%3B+tsp+%282+mL%29+Splenda%26reg%3B%3C%2Fli%3E%3C%2Ful%3E	%3Col%3E%3Cli%3EPlace+all+ingredients+in+a+medium+mixing+bowl.%26nbsp%3B%3C%2Fli%3E%3Cli%3EToss+and+serve+chilled.%3C%2Fli%3E%3C%2Fol%3E		100	0	0	0	0	0	20	24	4	7	2	1	0
